migration_status	genomic_migration	genomic_Ne	scenario	model	simulation_id	batch	row_in_batch	N1	N2	Na	founders1	founders2	Tdem1	Tdem2	shape_N_a	shape_N_b	Tsplit	Tam	Tsc	M12	nBarriersM12	M21	nBarriersM21
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000221	3	221	0.51775	0.79474	1.49365	0.87573	0.2398	0.00449	0.21976	NA	NA	0.23474	0.17222	NA	36.85978	829	26.16125	263
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000222	3	222	0.78996	1.86105	0.65574	0.49741	0.24816	0.34698	0.02706	NA	NA	0.4285	0.24832	NA	11.83393	17	39.41432	116
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000223	3	223	0.27448	0.02403	0.60183	0.17243	0.24271	0.29666	0.4087	NA	NA	0.85767	0.71936	NA	33.87759	79	4.91643	730
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000224	3	224	1.72886	0.3488	0.59819	0.8997	0.42577	0.05788	0.20732	NA	NA	0.62404	0.48758	NA	13.6059	837	11.69422	483
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000225	3	225	1.51446	0.98718	1.58272	0.61195	0.48526	0.01273	0.08546	NA	NA	0.10928	0.1055	NA	20.56343	489	33.9729	528
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000226	3	226	1.47304	1.19161	1.69118	0.34926	0.40647	0.13921	0.17983	NA	NA	0.23913	0.20032	NA	16.54186	347	25.40368	21
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000227	3	227	1.2897	0.53823	0.72799	0.7696	0.89289	0.05526	0.05879	NA	NA	0.07198	0.0363	NA	36.15617	487	18.06184	757
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000228	3	228	1.05712	1.0258	0.04053	0.09969	0.85684	0.00933	0.01051	NA	NA	0.22492	0.21976	NA	27.2072	139	26.74162	24
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000229	3	229	1.8873	1.26657	1.22981	0.55015	0.35864	0.10804	0.01163	NA	NA	0.11772	0.0784	NA	6.31205	312	4.29461	754
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000230	3	230	1.54081	1.82979	0.2475	0.59181	0.7201	0.23543	0.18458	NA	NA	0.41055	0.32867	NA	1.46169	458	6.49422	539
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000231	3	231	1.92232	1.23663	0.28647	0.24975	0.41286	0.29401	0.33198	NA	NA	0.36958	0.2284	NA	24.22477	406	11.11482	71
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000232	3	232	1.127	0.60333	1.76125	0.97564	0.82931	0.61404	0.04473	NA	NA	0.85674	0.63144	NA	20.03034	16	2.09527	74
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000233	3	233	0.04932	0.46995	1.17884	0.79426	0.51973	0.0177	0.00777	NA	NA	0.03393	0.02058	NA	23.07785	582	9.01356	550
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000234	3	234	1.29756	1.07979	1.88892	0.52472	0.8428	0.14725	0.42996	NA	NA	0.7401	0.63716	NA	26.73858	132	4.47692	760
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000235	3	235	1.51575	0.58369	0.94416	0.94749	0.10348	0.1543	0.01358	NA	NA	0.23581	0.12745	NA	26.79224	258	22.16402	773
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000236	3	236	1.60117	0.75543	0.0274	0.22541	0.80745	0.12604	0.20977	NA	NA	0.38787	0.28642	NA	27.60165	835	16.83061	106
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000237	3	237	0.65962	1.11102	0.20414	0.75186	0.96557	0.05516	0.44033	NA	NA	0.4452	0.37974	NA	3.9739	469	39.0047	320
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000238	3	238	0.2768	0.95968	1.54252	0.6388	0.70744	0.18096	0.12358	NA	NA	0.26222	0.21372	NA	8.36583	541	14.02495	406
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000239	3	239	1.6979	1.52105	1.17535	0.24958	0.77043	0.17185	0.05661	NA	NA	0.2523	0.16684	NA	29.50747	530	19.6067	245
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000240	3	240	0.12153	1.17192	1.24933	0.53399	0.9533	0.02338	0.01608	NA	NA	0.15837	0.09787	NA	22.41293	886	11.39714	653
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000241	3	241	0.8157	0.49403	1.48857	0.01049	0.25584	0.11101	0.01714	NA	NA	0.11547	0.07508	NA	26.7257	837	1.38156	500
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000242	3	242	1.88752	1.29128	0.80236	0.79251	0.5974	0.11793	0.40796	NA	NA	0.49037	0.48497	NA	39.5452	139	35.41313	93
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000243	3	243	0.87534	1.19594	1.16371	0.42585	0.51884	0.15135	0.08172	NA	NA	0.21833	0.21131	NA	3.82405	432	7.9851	184
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000244	3	244	0.32702	0.99621	1.31594	0.02312	0.45612	0.01907	0.08066	NA	NA	0.82708	0.71999	NA	37.48774	279	11.33948	562
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000245	3	245	0.84894	1.58851	0.78612	0.77123	0.62651	0.23443	0.07287	NA	NA	0.64448	0.39941	NA	29.07182	422	6.38623	252
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000246	3	246	0.74807	1.07821	1.06723	0.5572	0.3874	0.01588	0.04063	NA	NA	0.06699	0.06221	NA	15.99638	596	39.9313	887
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000247	3	247	0.24834	1.09196	1.69304	0.55012	0.6641	0.35057	0.46765	NA	NA	0.57707	0.32053	NA	22.61838	230	22.13409	52
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000248	3	248	1.21729	1.92868	0.78662	0.78949	0.45604	0.24988	0.29921	NA	NA	0.31033	0.22566	NA	15.56306	613	22.4356	873
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000249	3	249	1.04835	1.29612	1.75654	0.7252	0.81895	0.38736	0.34746	NA	NA	0.50688	0.45999	NA	15.9398	19	18.37633	871
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000250	3	250	0.2907	0.93306	0.35679	0.98034	0.02118	0.27394	0.28792	NA	NA	0.29883	0.22177	NA	15.72774	818	39.28442	186
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000251	3	251	0.0087	0.6045	1.519	0.90947	0.11305	0.09058	0.36198	NA	NA	0.43551	0.40069	NA	36.38775	307	34.41412	816
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000252	3	252	0.99475	1.30575	0.70084	0.20268	0.86302	0.23666	0.20873	NA	NA	0.29752	0.28281	NA	19.42452	698	1.83239	619
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000253	3	253	1.29954	0.50884	0.19835	7e-5	0.77133	0.29299	0.62781	NA	NA	0.66738	0.42292	NA	16.45582	860	36.16367	720
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000254	3	254	1.69387	1.20738	0.96819	0.89104	0.23315	0.04327	0.37461	NA	NA	0.39331	0.20355	NA	7.47153	765	7.05403	344
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000255	3	255	1.64962	0.47746	1.38284	0.67791	0.16508	0.14089	0.1651	NA	NA	0.37808	0.34884	NA	7.8254	270	10.0967	803
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000256	3	256	0.74761	1.70837	1.74345	0.39962	0.70437	0.45933	0.4711	NA	NA	0.54552	0.37577	NA	26.09347	262	34.50236	668
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000257	3	257	0.16748	0.25714	0.01303	0.40352	0.98479	0.21978	0.15564	NA	NA	0.50646	0.38147	NA	3.96139	405	10.1834	543
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000258	3	258	0.62151	1.08325	1.75593	0.62955	0.16964	0.01127	0.30903	NA	NA	0.38945	0.20914	NA	6.71786	64	8.0736	522
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000259	3	259	1.09536	1.42228	1.51032	0.96194	0.42903	1.8e-4	1.2e-4	NA	NA	2e-4	1.1e-4	NA	11.94135	678	1.62523	208
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000260	3	260	1.28716	0.89602	1.87733	0.6418	0.06225	0.23394	0.2151	NA	NA	0.23836	0.22972	NA	38.7701	545	24.23466	553
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000261	3	261	1.61731	1.61521	0.00719	0.96033	0.18758	0.18053	0.14086	NA	NA	0.21344	0.12948	NA	31.83232	599	39.66861	326
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000262	3	262	1.37182	1.92184	0.60041	0.25809	0.17343	0.6564	0.76072	NA	NA	0.78713	0.62537	NA	6.95672	559	11.76465	707
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000263	3	263	0.55444	0.53054	0.13423	0.71625	0.78185	0.34376	0.28289	NA	NA	0.66585	0.59992	NA	10.42822	165	8.49131	874
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000264	3	264	1.78824	1.80918	1.22527	0.1453	0.61996	0.58719	0.2904	NA	NA	0.70775	0.3931	NA	22.22562	422	27.52121	256
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000265	3	265	1.47395	0.97892	0.42951	0.88529	0.507	0.31718	0.07087	NA	NA	0.67651	0.66262	NA	30.53678	438	22.81465	807
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000266	3	266	0.86275	1.64908	0.54121	0.60797	0.15919	0.21708	0.20067	NA	NA	0.71433	0.48618	NA	5.82304	857	16.27409	717
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000267	3	267	0.38776	0.67942	0.28749	0.48161	0.27583	0.12462	0.09709	NA	NA	0.12954	0.12456	NA	11.45341	108	32.30255	802
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000268	3	268	0.61152	0.49295	1.69675	0.94005	0.43153	0.02687	0.02239	NA	NA	0.0511	0.04538	NA	36.74682	29	1.18553	555
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000269	3	269	1.93507	1.68778	1.08219	0.69758	0.2732	0.08771	0.10832	NA	NA	0.69198	0.46745	NA	18.28066	351	37.52067	729
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000270	3	270	0.85065	1.56844	1.68328	0.00888	0.8452	0.29794	0.41432	NA	NA	0.53277	0.51556	NA	35.88008	454	16.58849	177
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000271	3	271	1.10516	0.98126	1.7583	0.37411	0.00941	0.09571	0.166	NA	NA	0.19948	0.12737	NA	23.59652	552	20.71571	871
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000272	3	272	0.24678	0.67209	1.27865	0.39516	0.54877	0.29652	0.09926	NA	NA	0.70966	0.65398	NA	23.42644	698	20.38219	40
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000273	3	273	0.16237	1.4588699999999999	0.18907	0.52003	0.31072	0.79829	0.38499	NA	NA	0.82177	0.64863	NA	36.72278	736	27.90084	517
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000274	3	274	1.71394	0.66514	1.0295	0.56032	0.21792	0.00439	0.10748	NA	NA	0.26943	0.16713	NA	17.89613	845	35.91494	787
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000275	3	275	0.61153	1.37889	1.24053	0.56164	0.68234	0.41116	0.335	NA	NA	0.78477	0.45405	NA	19.31004	827	6.53625	457
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000276	3	276	0.48037	1.206	0.67191	0.98572	0.10966	0.12741	0.24802	NA	NA	0.58759	0.39713	NA	1.23162	24	17.18905	185
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000277	3	277	0.72026	1.64236	0.75479	0.47062	0.77719	0.02988	0.10197	NA	NA	0.16443	0.11187	NA	1.76085	670	14.61694	182
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000278	3	278	1.45138	0.16927	0.1524	0.27501	0.57569	8.8e-4	3.6e-4	NA	NA	0.01706	0.01356	NA	6.19851	772	3.83893	170
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000279	3	279	1.07161	0.76927	0.47451	0.0394	0.45945	0.00479	0.0436	NA	NA	0.06089	0.05019	NA	10.31307	538	35.86017	474
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000280	3	280	1.94875	0.8861	1.89066	0.87272	0.53359	0.16015	0.15263	NA	NA	0.25515	0.22447	NA	11.16704	303	1.4121	551
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000281	3	281	1.97625	1.32541	0.43019	0.83917	0.8948	0.00927	0.27917	NA	NA	0.28635	0.21392	NA	32.69129	370	12.11994	172
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000282	3	282	0.97973	1.82121	0.02455	0.07463	0.08281	0.18776	0.06007	NA	NA	0.57044	0.48444	NA	13.43845	443	32.94997	209
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000283	3	283	0.54542	0.21102	1.3823	0.54788	0.79018	0.07956	0.10659	NA	NA	0.52573	0.33891	NA	17.91238	382	2.9829	733
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000284	3	284	1.80438	0.03976	0.95557	0.19516	0.43613	0.57847	0.45818	NA	NA	0.70986	0.70416	NA	36.88745	738	14.19006	641
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000285	3	285	1.76616	0.60282	1.45138	0.32542	0.80408	0.18191	0.54333	NA	NA	0.85323	0.57788	NA	20.3676	464	36.21914	794
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000286	3	286	1.72288	0.75635	1.04271	0.66694	0.62231	0.33041	0.72946	NA	NA	0.75798	0.45981	NA	27.83262	561	17.41012	556
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000287	3	287	1.12187	1.64062	1.2962	0.83806	0.45025	0.21781	0.25701	NA	NA	0.7669	0.7255	NA	21.65513	262	11.84314	804
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000288	3	288	1.57098	0.96421	0.71906	0.07883	0.51671	0.06358	0.00234	NA	NA	0.07687	0.0692	NA	28.3812	858	37.85212	144
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000289	3	289	1.92469	0.09432	1.2553	0.06764	0.65021	0.01695	0.02273	NA	NA	0.05553	0.03893	NA	18.72773	407	33.95112	48
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000290	3	290	1.8896	0.35687	1.1892	0.51501	0.70631	0.20328	0.13637	NA	NA	0.74544	0.58904	NA	18.41477	208	32.87406	380
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000291	3	291	0.58788	0.08792	1.25199	0.59911	0.17844	0.07772	0.24704	NA	NA	0.70671	0.62672	NA	9.71724	144	1.45631	507
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000292	3	292	1.96682	1.11317	0.44767	0.26413	0.66142	0.76158	0.36493	NA	NA	0.8092	0.65229	NA	26.03326	423	16.95153	402
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000293	3	293	0.32686	1.77375	1.69209	0.30888	0.0775	0.23966	0.85063	NA	NA	0.87478	0.82352	NA	19.53865	550	24.32865	553
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000294	3	294	0.96242	1.46984	1.57405	0.29442	0.56258	0.04997	0.02144	NA	NA	0.84035	0.43009	NA	34.72999	351	9.96499	216
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000295	3	295	1.9423	1.91173	0.11052	0.03824	0.47044	0.10445	0.22806	NA	NA	0.49479	0.38824	NA	27.04056	843	20.7577	196
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000296	3	296	1.75607	0.32525	1.83393	0.83866	0.49365	0.0669	0.05194	NA	NA	0.16744	0.11177	NA	9.57518	564	5.99096	640
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000297	3	297	0.47583	1.92013	1.08713	0.1323	0.98257	0.09405	0.12751	NA	NA	0.71208	0.71012	NA	35.98823	763	6.32405	239
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000298	3	298	0.4136	0.3656	0.45064	0.94038	0.45577	0.24142	0.28221	NA	NA	0.60362	0.33172	NA	37.56236	334	7.57669	832
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000299	3	299	1.42658	1.34141	1.82739	0.81889	0.9666	0.72448	0.07476	NA	NA	0.7249	0.51278	NA	11.4214	405	4.56439	778
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000300	3	300	0.2125	0.18605	1.94532	0.67141	0.61593	0.13449	0.57716	NA	NA	0.70582	0.5547	NA	1.55567	4	13.47178	80
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000301	3	301	0.09598	0.11946	0.04808	0.04043	0.86602	0.16013	0.57679	NA	NA	0.68629	0.41479	NA	34.25586	831	8.83628	293
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000302	3	302	1.43066	1.59795	0.04796	0.3769	0.07083	0.00521	0.18923	NA	NA	0.57795	0.41006	NA	5.93614	211	26.53368	21
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000303	3	303	1.6677	0.38353	0.94133	0.07057	0.84098	0.3707	0.15813	NA	NA	0.50925	0.43124	NA	15.18676	253	3.53075	773
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000304	3	304	1.79854	0.36508	1.60983	0.55536	0.47027	0.29711	0.21467	NA	NA	0.70623	0.44116	NA	33.04336	300	15.39819	593
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000305	3	305	1.61491	1.06557	1.90208	0.89433	0.61595	0.41815	0.33947	NA	NA	0.45229	0.36378	NA	18.29316	8	9.87139	611
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000306	3	306	1.6843	1.89582	1.81996	0.40865	0.05828	0.10582	0.04642	NA	NA	0.22651	0.13765	NA	38.4001	663	36.99816	428
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000307	3	307	0.4676	0.67899	0.49074	0.15555	0.69902	0.01581	0.2525	NA	NA	0.49412	0.2678	NA	23.88027	23	14.1861	67
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000308	3	308	1.38047	0.67175	1.62055	0.17047	0.05468	0.33678	0.01607	NA	NA	0.50146	0.28899	NA	27.61317	519	36.48212	832
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000309	3	309	1.80533	1.03513	0.58359	0.63972	0.13466	0.125	0.11199	NA	NA	0.13954	0.08587	NA	9.81846	100	26.62726	148
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000310	3	310	0.63489	1.63852	1.70573	0.85063	0.56793	0.22013	0.17586	NA	NA	0.38361	0.30931	NA	23.64266	778	18.12335	572
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000311	3	311	1.72521	1.58684	0.48236	0.24943	0.27976	0.09365	0.03646	NA	NA	0.1857	0.12166	NA	34.13342	545	16.57541	461
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000312	3	312	0.28057	1.37917	0.02505	0.59685	0.37442	0.14772	0.14231	NA	NA	0.71815	0.60874	NA	9.66806	72	27.68788	122
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000313	3	313	1.83027	1.75003	1.90702	0.95018	0.2889	0.15629	0.01894	NA	NA	0.1619	0.09706	NA	21.9167	314	27.22482	396
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000314	3	314	1.6846	0.18118	1.66261	0.18957	0.82885	0.11685	0.0786	NA	NA	0.4713	0.38406	NA	29.58648	624	18.48333	257
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000315	3	315	1.3955	0.78667	0.32231	0.45302	0.3061	0.15884	0.14098	NA	NA	0.56625	0.39056	NA	6.01636	108	25.2897	400
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000316	3	316	1.4896	0.24406	0.54819	0.14465	0.21838	0.10975	0.82569	NA	NA	0.85235	0.65963	NA	10.00778	412	26.32725	731
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000317	3	317	1.95599	1.57239	0.29963	0.58764	0.68054	0.17044	0.47753	NA	NA	0.58173	0.41256	NA	12.15038	44	14.49815	591
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000318	3	318	1.66098	0.26843	1.53048	0.29545	0.44495	0.05801	0.36481	NA	NA	0.5324	0.38989	NA	15.31237	99	34.34598	787
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000319	3	319	0.76499	0.1715	1.80219	0.56546	0.17676	0.02736	0.09407	NA	NA	0.5662	0.49384	NA	23.28322	81	15.57396	384
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000320	3	320	0.15046	0.59098	0.26576	0.34881	0.54048	0.14797	0.15351	NA	NA	0.34253	0.28081	NA	33.24899	533	31.81177	848
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000321	3	321	1.68986	1.70725	0.81845	0.75263	0.26399	0.09439	0.17161	NA	NA	0.52116	0.44209	NA	24.04094	592	5.71549	274
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000322	3	322	1.85428	1.80702	0.24151	0.34081	0.93916	0.04161	0.1527	NA	NA	0.21244	0.20619	NA	23.35247	896	35.66079	86
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000323	3	323	0.1578	1.97439	1.09336	0.349	0.08741	0.041	0.12645	NA	NA	0.54252	0.30484	NA	36.28479	848	17.08087	104
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000324	3	324	1.21796	1.45523	0.45155	0.66656	0.81557	0.04712	0.27431	NA	NA	0.39122	0.24804	NA	37.49721	280	39.32402	632
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000325	3	325	0.99663	0.1708	0.69016	0.63841	0.48192	0.01332	0.02722	NA	NA	0.2117	0.19891	NA	15.35637	608	17.3402	538
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000326	3	326	1.24596	0.13548	0.43775	0.83383	0.22093	0.26898	0.13423	NA	NA	0.72563	0.41136	NA	30.95247	69	32.60324	471
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000327	3	327	0.92076	0.7952	1.94382	0.89315	0.48559	0.02843	0.04691	NA	NA	0.07029	0.05299	NA	24.22843	302	26.4576	100
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000328	3	328	0.11341	1.71744	1.58833	0.55417	0.14025	0.35337	0.30005	NA	NA	0.733	0.70084	NA	1.07638	32	25.2751	821
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000329	3	329	0.18149	1.54862	1.56895	0.06262	0.80995	1.4e-4	2.4e-4	NA	NA	2.7e-4	1.9e-4	NA	5.99471	328	13.08709	289
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000330	3	330	0.27157	1.75119	1.72194	0.93702	0.20012	0.13299	0.15352	NA	NA	0.19267	0.16733	NA	4.68574	25	2.22672	304
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000331	3	331	0.07118	1.58376	1.76852	0.60565	0.55402	0.17348	0.28851	NA	NA	0.41795	0.35384	NA	32.92605	586	39.81112	683
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000332	3	332	0.56355	1.51089	0.47849	0.91123	0.93712	0.03244	0.47454	NA	NA	0.54726	0.39046	NA	6.15725	178	39.74136	68
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000333	3	333	0.94454	0.59758	0.88631	0.16071	0.56476	0.15699	0.59518	NA	NA	0.60539	0.59397	NA	8.15169	704	36.02844	839
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000334	3	334	1.3871	0.36802	0.85012	0.82448	0.89702	0.03372	0.00981	NA	NA	0.06034	0.05721	NA	32.44277	160	36.39869	536
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000335	3	335	0.98772	1.41374	0.66025	0.55742	0.21244	0.00709	0.03165	NA	NA	0.03903	0.03422	NA	35.33811	316	18.29838	373
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000336	3	336	1.67813	0.93433	1.67398	0.98653	0.63524	0.12525	0.04867	NA	NA	0.48826	0.30966	NA	10.65354	162	38.7785	756
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000337	3	337	1.62271	1.86723	1.3604	0.30839	0.60722	0.00207	0.04561	NA	NA	0.37967	0.1932	NA	25.54239	416	28.56043	314
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000338	3	338	1.67967	1.43897	0.971	0.24926	0.69016	0.23953	0.28275	NA	NA	0.37603	0.21047	NA	25.25073	608	13.83839	747
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000339	3	339	1.80486	0.5331	1.75463	0.49465	0.90741	0.21164	0.02714	NA	NA	0.46243	0.36739	NA	3.15075	337	31.13178	523
isolation	heterogeneous	homogeneous	AM	AM_2M_1N	AM_2M_1N_03_000340	3	340	1.35757	1.80549	0.39984	0.57005	0.91464	0.16653	0.06664	NA	NA	0.30733	0.18065	NA	6.84131	701	6.64398	722
